hotel_name;location_name;rate;image_url;description;price;stars;parking;restaurant;pets;smoking;swimmingPool;beachFront;airConditioning;freeWiFi;sauna;fitness;category
Spearfish Canyon Lodge;Le Mesnil-Durand;9;https://traffickcam.com/images/2017/7/20160629_194320_MUZAIU.jpg;Hotel 'Spearfish Canyon Lodge' at  Le Mesnil-Durand with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);452;5;1;1;1;0;1;1;1;1;1;0;2
Hampton Inn & Suites Orem;Naha;6;https://traffickcam.com/images/2017/7/20160629_211036_OFHJY6.jpg;Hotel 'Hampton Inn & Suites Orem' at  Naha with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);196;3;1;0;1;1;1;0;0;0;1;1;4
Deliades Hotel;Saint-Mayeux;3;https://traffickcam.com/images/2017/7/20160629_222124_F238LD.jpg;Hotel 'Deliades Hotel' at  Saint-Mayeux with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);857;3;1;0;0;1;1;0;1;1;1;0;2
Grand Hotel;Saint-Martin;1;https://traffickcam.com/images/2017/7/20160629_222751_3ARB5K.jpg;Hotel 'Grand Hotel' at  Saint-Martin without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);746;4;0;0;0;0;1;1;1;1;1;0;6
Hampton InnA Buckhannon;Porto Sant'Elpidio;7;https://traffickcam.com/images/2017/7/20160629_224525_V8TD1B.jpg;Hotel 'Hampton InnA Buckhannon' at  Porto Sant'Elpidio without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);251;5;0;0;1;1;0;1;0;1;1;1;5
Clarion Suites Gateway;Kumamoto;6;https://traffickcam.com/images/2017/7/20160629_225000_ZOM80Z.jpg;Hotel 'Clarion Suites Gateway' at  Kumamoto without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);899;2;0;0;1;1;0;1;0;1;0;1;4
The Campbell House;St. Laurent-des-Arbres;1;https://traffickcam.com/images/2017/7/20160629_235716_WYNUWM.jpg;Hotel 'The Campbell House' at  St. Laurent-des-Arbres with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);705;2;1;0;0;1;0;1;0;0;1;1;5
The Mission Inn Hotel & Spa;Kumamoto;6;https://traffickcam.com/images/2017/7/20160630_002144_FDEYH1.jpg;Hotel 'The Mission Inn Hotel & Spa' at  Kumamoto with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);793;2;1;0;0;1;1;0;0;0;0;0;4
The Charles Hotel;Saint-Laurent;2;https://traffickcam.com/images/2017/7/20160630_003807_Y0TIHZ.jpg;Hotel 'The Charles Hotel' at  Saint-Laurent without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);200;1;0;1;1;0;0;1;1;0;1;0;6
The Knight Residence by Mansley Serviced Apartments;St. Lary-Soulan;6;https://traffickcam.com/images/2017/7/20160630_004018_8TGW24.jpg;Hotel 'The Knight Residence by Mansley Serviced Apartments' at  St. Lary-Soulan without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);461;2;0;0;1;1;1;0;0;1;1;1;6
Cumulus Lahti;St. Lary-Soulan;6;https://traffickcam.com/images/2017/7/20160630_011249_HC9ZS4.jpg;Hotel 'Cumulus Lahti' at  St. Lary-Soulan with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);659;3;1;1;0;1;0;1;0;1;1;1;3
Soprano St Magnus Court Hotel;Korinos;7;https://traffickcam.com/images/2017/7/20160630_014149_MRMSRY.jpg;Hotel 'Soprano St Magnus Court Hotel' at  Korinos without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);412;3;0;1;0;0;1;0;0;0;1;1;6
O'Haire Motor Inn;Saundersfoot;1;https://traffickcam.com/images/2017/7/20160630_015219_ULZYGA.jpg;Hotel 'O'Haire Motor Inn' at  Saundersfoot without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);813;4;0;0;1;1;1;0;0;0;1;0;5
Little House in Rehavia;Saundersfoot;8;https://traffickcam.com/images/2017/7/20160630_023813_A5X1BK.jpg;Hotel 'Little House in Rehavia' at  Saundersfoot without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);660;3;0;1;1;0;1;0;1;1;0;0;3
Hampton Inn Auburn;Hay;9;https://traffickcam.com/images/2017/7/20160630_032512_0EJTG1.jpg;Hotel 'Hampton Inn Auburn' at  Hay without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);170;5;0;0;1;1;1;1;1;0;1;0;4
Residenza Vaticana;Naha;6;https://traffickcam.com/images/2017/7/20160630_032908_OCD5U4.jpg;Hotel 'Residenza Vaticana' at  Naha without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);443;2;0;0;1;0;1;0;0;0;1;0;3
High Peaks Resort;Salcombe;3;https://traffickcam.com/images/2017/7/20160630_035636_6H6Y66.jpg;Hotel 'High Peaks Resort' at  Salcombe with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);519;1;1;1;1;0;0;0;0;1;1;0;5
Sheraton Princess Kaiulani;PUERTO AVENTURAS;10;https://traffickcam.com/images/2017/7/20160630_041843_S3JZLF.jpg;Hotel 'Sheraton Princess Kaiulani' at  PUERTO AVENTURAS without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);703;3;0;0;1;0;1;0;0;1;0;1;5
Waikiki Marina Resort at the Ilikai;Nago;6;https://traffickcam.com/images/2017/7/20160630_055200_KRUF6F.jpg;Hotel 'Waikiki Marina Resort at the Ilikai' at  Nago with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);379;4;1;0;0;1;1;0;1;1;1;0;1
Clarion Hotel;Playa Del Carmen;5;https://traffickcam.com/images/2017/7/20160630_060105_YZIAGC.jpg;Hotel 'Clarion Hotel' at  Playa Del Carmen with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);987;1;1;1;1;0;1;0;0;1;0;1;5
Fredericton Inn;St. Ives;9;https://traffickcam.com/images/2017/7/20160630_114802_4ND5JE.jpg;Hotel 'Fredericton Inn' at  St. Ives without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);837;3;0;0;1;1;1;1;1;0;1;0;4
Still Waters Resort;Drobak;8;https://traffickcam.com/images/2017/7/20160630_125152_9J7LP8.jpg;Hotel 'Still Waters Resort' at  Drobak with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);312;2;1;1;0;1;0;1;1;1;1;1;3
Executive Hotel Le Soleil;Miami Platja;3;https://traffickcam.com/images/2017/7/20160630_142519_Y3GYPN.jpg;Hotel 'Executive Hotel Le Soleil' at  Miami Platja with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);458;1;1;1;0;1;0;0;1;0;0;1;6
SeaCrest OceanFront Hotel;Anglers Rest;5;https://traffickcam.com/images/2017/7/20160630_170125_VP9E8F.jpg;Hotel 'SeaCrest OceanFront Hotel' at  Anglers Rest with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);341;5;1;1;0;1;0;0;1;0;1;1;6
La Quinta Inn & Suites Moreno Valley;New Orleans;7;https://traffickcam.com/images/2017/7/20160630_173520_3DA37Q.jpg;Hotel 'La Quinta Inn & Suites Moreno Valley' at  New Orleans without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);680;2;0;1;0;1;0;0;1;0;1;0;3
Comfort Inn;St. Ives;10;https://traffickcam.com/images/2017/7/20160630_200012_JO0NJZ.jpg;Hotel 'Comfort Inn' at  St. Ives without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);156;4;0;0;1;0;1;0;1;0;1;1;1
Cara Suites Hotel and Conference Centre;Saint Dominick;9;https://traffickcam.com/images/2017/7/20160630_200131_6G3OBD.jpg;Hotel 'Cara Suites Hotel and Conference Centre' at  Saint Dominick without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);943;2;0;1;0;1;1;0;1;0;1;1;3
Cap Juluca;Kaunas;7;https://traffickcam.com/images/2017/7/20160630_212021_F8734D.jpg;Hotel 'Cap Juluca' at  Kaunas with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);170;3;1;1;1;0;0;1;1;0;1;1;5
Edmonton Marriott at River Cree Resort;Platja de Muro;5;https://traffickcam.com/images/2017/7/20160630_212940_IC2TBF.jpg;Hotel 'Edmonton Marriott at River Cree Resort' at  Platja de Muro without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);751;2;0;0;0;0;0;0;0;1;1;0;4
Prado do Golf;St. Davids;9;https://traffickcam.com/images/2017/7/20160630_221652_2PE2BO.jpg;Hotel 'Prado do Golf' at  St. Davids with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);397;5;1;0;1;1;0;1;0;1;1;1;3
Central Kiev Apartments;St. Davids;8;https://traffickcam.com/images/2017/7/20160630_225950_MWM5L6.jpg;Hotel 'Central Kiev Apartments' at  St. Davids with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);144;1;1;0;1;1;0;1;0;0;0;1;2
Ramada Penticton Hotel and Suites;Dobrota;7;https://traffickcam.com/images/2017/7/20160630_233109_0NYWLW.jpg;Hotel 'Ramada Penticton Hotel and Suites' at  Dobrota without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);306;1;0;0;1;1;0;0;1;1;0;1;3
Hampton Inn & Suites Windsor/Sonoma Wine Country;Desaru;6;https://traffickcam.com/images/2017/7/20160630_233157_55Z1JV.jpg;Hotel 'Hampton Inn & Suites Windsor/Sonoma Wine Country' at  Desaru without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);567;2;0;0;0;1;1;0;0;1;0;0;2
Hotel Stratford;St. Davids;7;https://traffickcam.com/images/2017/7/20160630_233740_3R3296.jpg;Hotel 'Hotel Stratford' at  St. Davids without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);256;3;0;0;0;0;1;1;0;0;1;0;6
Fauna Hotel;Naha;10;https://traffickcam.com/images/2017/7/20160630_234340_LL1NKM.jpg;Hotel 'Fauna Hotel' at  Naha with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);613;5;1;0;0;0;0;1;1;1;1;1;5
La Quinta Inn & Suites Granbury;St. Davids;1;https://traffickcam.com/images/2017/8/20160701_011603_PAE16N.jpg;Hotel 'La Quinta Inn & Suites Granbury' at  St. Davids with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);200;2;1;0;1;0;0;0;0;0;0;0;4
Shilo Inn Suites - Moses Lake;Tarquinia;9;https://traffickcam.com/images/2017/8/20160701_013923_11CG5G.jpg;Hotel 'Shilo Inn Suites - Moses Lake' at  Tarquinia with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);521;2;1;0;1;0;0;1;1;0;1;1;4
Bella Santorini;Big Bear Lake;1;https://traffickcam.com/images/2017/8/20160701_014452_KDEN1V.jpg;Hotel 'Bella Santorini' at  Big Bear Lake with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);141;3;1;0;0;1;1;0;0;0;1;0;1
Sonesta Hotel Barranquilla;Suzdal;7;https://traffickcam.com/images/2017/8/20160701_014840_J58LL1.jpg;Hotel 'Sonesta Hotel Barranquilla' at  Suzdal without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);818;1;0;1;1;0;1;1;1;1;1;1;6
Novotel Liverpool Centre;Jakarta;4;https://traffickcam.com/images/2017/8/20160701_020607_KIDDXF.jpg;Hotel 'Novotel Liverpool Centre' at  Jakarta without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);793;2;0;0;0;0;0;0;0;1;0;0;2
Holiday Inn Dublin-Pleasanton;Rosemarkie;8;https://traffickcam.com/images/2017/8/20160701_020704_BR1FLW.jpg;Hotel 'Holiday Inn Dublin-Pleasanton' at  Rosemarkie with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);952;4;1;1;0;0;0;1;0;0;1;1;5
Hilton Garden Inn Cedar Falls;Rosemarkie;7;https://traffickcam.com/images/2017/8/20160701_031630_LI9G3J.jpg;Hotel 'Hilton Garden Inn Cedar Falls' at  Rosemarkie with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);847;3;1;1;0;0;0;0;0;1;0;0;5
Hotel Zero 1;Desaru;6;https://traffickcam.com/images/2017/8/20160701_033608_MFY44Y.jpg;Hotel 'Hotel Zero 1' at  Desaru with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);198;3;1;1;0;1;0;1;0;1;1;1;1
Explorers Hotel at Disneyland Paris;Panora;10;https://traffickcam.com/images/2017/8/20160701_035306_12065I.jpg;Hotel 'Explorers Hotel at Disneyland Paris' at  Panora with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);912;4;1;1;1;1;1;1;1;1;0;0;4
A Maiden Rest;Ufa;1;https://traffickcam.com/images/2017/8/20160701_040715_FQTWSI.jpg;Hotel 'A Maiden Rest' at  Ufa with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);983;4;1;1;1;1;0;0;1;0;0;1;6
Chancellor Hotel on Union Square;Tyumen;3;https://traffickcam.com/images/2017/8/20160701_042042_F04PO3.jpg;Hotel 'Chancellor Hotel on Union Square' at  Tyumen with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);529;4;1;1;1;1;1;1;0;1;1;0;2
Hoposa Hotel & Apartments Villaconcha;Longyan;9;https://traffickcam.com/images/2017/8/20160701_043801_RB2WIX.jpg;Hotel 'Hoposa Hotel & Apartments Villaconcha' at  Longyan with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);518;1;1;0;1;1;0;0;1;0;0;1;4
Waverley Hotel;Pordenone;1;https://traffickcam.com/images/2017/8/20160701_050322_6MEIIW.jpg;Hotel 'Waverley Hotel' at  Pordenone with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);405;5;1;0;1;0;0;0;0;0;1;1;6
Best Western Plus Weston Inn;Vo;5;https://traffickcam.com/images/2017/8/20160701_054226_IUZVJG.jpg;Hotel 'Best Western Plus Weston Inn' at  Vo without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);192;5;0;0;1;0;0;1;1;0;1;0;2
Mount Zion Hotel;Lima;7;https://traffickcam.com/images/2017/8/20160701_055257_THBTT6.jpg;Hotel 'Mount Zion Hotel' at  Lima with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);398;5;1;1;0;0;1;1;0;1;0;1;1
Aqua Palms Waikiki;Kobe;5;https://traffickcam.com/images/2017/8/20160701_103137_RM06ED.jpg;Hotel 'Aqua Palms Waikiki' at  Kobe without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);408;3;0;1;0;1;0;0;1;1;0;1;6
Baymont Inn & Suites Mt. Pleasant;Ardeley;2;https://traffickcam.com/images/2017/8/20160701_110400_G9U3GQ.jpg;Hotel 'Baymont Inn & Suites Mt. Pleasant' at  Ardeley without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);195;1;0;0;1;0;1;1;0;0;0;1;1
Howard Johnson Inn and Conference Center Salem;Kobe;9;https://traffickcam.com/images/2017/8/20160701_132122_F0Z2U8.jpg;Hotel 'Howard Johnson Inn and Conference Center Salem' at  Kobe without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);228;4;0;0;0;0;0;0;1;1;0;0;3
Shilo Inn Suites Hotel - Idaho Falls;Whittonstall;7;https://traffickcam.com/images/2017/8/20160701_141419_I1L2E7.jpg;Hotel 'Shilo Inn Suites Hotel - Idaho Falls' at  Whittonstall with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);859;3;1;1;1;0;1;0;1;1;1;1;4
Le Square Phillips Hotel And Suites;Vodice;2;https://traffickcam.com/images/2017/8/20160701_142445_KZ2UNG.jpg;Hotel 'Le Square Phillips Hotel And Suites' at  Vodice without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);199;5;0;1;0;1;1;0;1;1;0;1;2
Harborview Inn & RV Park;St. Petersburg;9;https://traffickcam.com/images/2017/8/20160701_154336_AIXWX0.jpg;Hotel 'Harborview Inn & RV Park' at  St. Petersburg without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);277;3;0;1;0;1;1;0;0;0;1;1;2
Hotel Almenara;Les Trois Ilets;3;https://traffickcam.com/images/2017/8/20160701_164412_TI19UO.jpg;Hotel 'Hotel Almenara' at  Les Trois Ilets with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);469;5;1;0;1;0;0;1;1;0;0;0;1
Argyll Hotel;Betina;7;https://traffickcam.com/images/2017/8/20160701_190250_2KMJDI.jpg;Hotel 'Argyll Hotel' at  Betina with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);275;2;1;1;1;0;0;1;1;0;0;1;1
Protur Sa Coma Playa Hotel & Spa;Dubrovnik;3;https://traffickcam.com/images/2017/8/20160701_195357_66JHPR.jpg;Hotel 'Protur Sa Coma Playa Hotel & Spa' at  Dubrovnik with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);277;3;1;0;1;0;0;1;1;0;1;1;4
Hampton Inn and Suites Asheville I-26;Jochberg;10;https://traffickcam.com/images/2017/8/20160701_203553_LL0C6R.jpg;Hotel 'Hampton Inn and Suites Asheville I-26' at  Jochberg with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);462;2;1;0;0;0;0;1;0;1;1;0;5
Days Inn Manistee;St. Petersburg;1;https://traffickcam.com/images/2017/8/20160701_205122_IFX587.jpg;Hotel 'Days Inn Manistee' at  St. Petersburg without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);450;5;0;0;1;0;0;1;1;1;1;1;3
La Quinta Inn Joplin;Koksijde;4;https://traffickcam.com/images/2017/8/20160701_211013_E09FK2.jpg;Hotel 'La Quinta Inn Joplin' at  Koksijde with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);554;4;1;0;0;0;1;0;0;1;0;0;1
Hotel Britannia;Valetta;3;https://traffickcam.com/images/2017/8/20160701_212458_79ASST.jpg;Hotel 'Hotel Britannia' at  Valetta with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);894;5;1;0;1;0;1;1;1;0;1;1;1
Grand Hotel La Pace;Aqaba;8;https://traffickcam.com/images/2017/8/20160701_215200_RIRYW5.jpg;Hotel 'Grand Hotel La Pace' at  Aqaba without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);923;5;0;0;0;1;0;1;0;1;1;1;4
Holiday Lodge Hotel & Conference Center;Lusaka;2;https://traffickcam.com/images/2017/8/20160701_225233_QQU17U.jpg;Hotel 'Holiday Lodge Hotel & Conference Center' at  Lusaka with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);856;3;1;0;1;0;0;0;1;1;0;1;3
Grand Hotel Miramare;Kobe;5;https://traffickcam.com/images/2017/8/20160701_230215_NOOYXB.jpg;Hotel 'Grand Hotel Miramare' at  Kobe without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);207;1;0;1;0;0;1;1;0;0;1;1;3
Brown TLV Urban Hotel;Dhaulpur;5;https://traffickcam.com/images/2017/8/20160701_232820_6WM9R3.jpg;Hotel 'Brown TLV Urban Hotel' at  Dhaulpur with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);887;3;1;0;1;1;0;0;1;0;1;0;2
